Word,Length,Log_Freq_HAL,I_Mean_RT,I_Mean_Accuracy
adorns,415.5748076,442.2917231,-2078.433344,45.44959773
adrenal,415.5914749,442.309569,-2078.550787,45.45142318
adrenalin,415.6081422,442.327415,-2078.668229,45.45324864
Adrian,415.6248094,442.345261,-2078.785671,45.45507409
Adriatic,415.6414767,442.363107,-2078.903114,45.45689954
adrift,415.658144,442.3809529,-2079.020556,45.45872499
adroit,415.6748113,442.3987989,-2079.137999,45.46055045
adroitness,415.6914785,442.4166449,-2079.255441,45.4623759
ads,415.7081458,442.4344908,-2079.372883,45.46420135
adsorbed,415.7248131,442.4523368,-2079.490326,45.4660268
adsorbs,415.7414803,442.4701828,-2079.607768,45.46785226
adulation,415.7581476,442.4880288,-2079.725211,45.46967771
adult,415.7748149,442.5058747,-2079.842653,45.47150316
adulterant,415.7914821,442.5237207,-2079.960095,45.47332861
adulterate,415.8081494,442.5415667,-2080.077538,45.47515407
adulterated,415.8248167,442.5594126,-2080.19498,45.47697952
adulterer,415.8414839,442.5772586,-2080.312423,45.47880497
adulterers,415.8581512,442.5951046,-2080.429865,45.48063042
adulteress,415.8748185,442.6129505,-2080.547307,45.48245588
adulterous,415.8914857,442.6307965,-2080.66475,45.48428133
adultery,415.908153,442.6486425,-2080.782192,45.48610678
adulthood,415.9248203,442.6664885,-2080.899635,45.48793223
adults,415.9414876,442.6843344,-2081.017077,45.48975769
advance,415.9581548,442.7021804,-2081.134519,45.49158314
advanced,415.9748221,442.7200264,-2081.251962,45.49340859
advancement,415.9914894,442.7378723,-2081.369404,45.49523404
advancements,416.0081566,442.7557183,-2081.486847,45.49705949
advances,416.0248239,442.7735643,-2081.604289,45.49888495
advancing,416.0414912,442.7914103,-2081.721731,45.5007104
advantage,416.0581584,442.8092562,-2081.839174,45.50253585
advantageous,416.0748257,442.8271022,-2081.956616,45.5043613
advantageously,416.091493,442.8449482,-2082.074059,45.50618676
advantages,416.1081602,442.8627941,-2082.191501,45.50801221
advent,416.1248275,442.8806401,-2082.308943,45.50983766
adventitious,416.1414948,442.8984861,-2082.426386,45.51166311
adventure,416.158162,442.916332,-2082.543828,45.51348857
adventurers,416.1748293,442.934178,-2082.661271,45.51531402
adventures,416.1914966,442.952024,-2082.778713,45.51713947
adventuring,416.2081639,442.96987,-2082.896155,45.51896492
adventurous,416.2248311,442.9877159,-2083.013598,45.52079038
adverb,416.2414984,443.0055619,-2083.13104,45.52261583
adverbial,416.2581657,443.0234079,-2083.248483,45.52444128
adverbs,416.2748329,443.0412538,-2083.365925,45.52626673
adversaries,416.2915002,443.0590998,-2083.483367,45.52809219
adversary,416.3081675,443.0769458,-2083.60081,45.52991764
adverse,416.3248347,443.0947917,-2083.718252,45.53174309
adversely,416.341502,443.1126377,-2083.835695,45.53356854
adversity,416.3581693,443.1304837,-2083.953137,45.535394
advert,416.3748365,443.1483297,-2084.070579,45.53721945
advertise,416.3915038,443.1661756,-2084.188022,45.5390449
advertised,416.4081711,443.1840216,-2084.305464,45.54087035
advertisement,416.4248383,443.2018676,-2084.422907,45.54269581
advertisements,416.4415056,443.2197135,-2084.540349,45.54452126
advertiser,416.4581729,443.2375595,-2084.657791,45.54634671
advertisers,416.4748402,443.2554055,-2084.775234,45.54817216
advertises,416.4915074,443.2732515,-2084.892676,45.54999762
advertising,416.5081747,443.2910974,-2085.010119,45.55182307
advice,416.524842,443.3089434,-2085.127561,45.55364852
advisability,416.5415092,443.3267894,-2085.245004,45.55547397
advisable,416.5581765,443.3446353,-2085.362446,45.55729943
advise,416.5748438,443.3624813,-2085.479888,45.55912488
advised,416.591511,443.3803273,-2085.597331,45.56095033
advisedly,416.6081783,443.3981732,-2085.714773,45.56277578
advisement,416.6248456,443.4160192,-2085.832216,45.56460124
adviser,416.6415128,443.4338652,-2085.949658,45.56642669
advisers,416.6581801,443.4517112,-2086.0671,45.56825214
advises,416.6748474,443.4695571,-2086.184543,45.57007759
advising,416.6915146,443.4874031,-2086.301985,45.57190305
advisor,416.7081819,443.5052491,-2086.419428,45.5737285
admonishing,416.7248492,443.523095,-2086.53687,45.57555395
admonishments,416.7415165,443.540941,-2086.654312,45.5773794
admonition,416.7581837,443.558787,-2086.771755,45.57920485
admonitions,416.774851,443.576633,-2086.889197,45.58103031
ado,416.7915183,443.5944789,-2087.00664,45.58285576
adobe,416.8081855,443.6123249,-2087.124082,45.58468121
adolescence,416.8248528,443.6301709,-2087.241524,45.58650666
adolescent,416.8415201,443.6480168,-2087.358967,45.58833212
adolescents,416.8581873,443.6658628,-2087.476409,45.59015757
adolescent's,416.8748546,443.6837088,-2087.593852,45.59198302
Adolf,416.8915219,443.7015547,-2087.711294,45.59380847
Adonis,416.9081891,443.7194007,-2087.828736,45.59563393
adopt,416.9248564,443.7372467,-2087.946179,45.59745938
adopted,416.9415237,443.7550927,-2088.063621,45.59928483
adopting,416.9581909,443.7729386,-2088.181064,45.60111028
adoption,416.9748582,443.7907846,-2088.298506,45.60293574
adopts,416.9915255,443.8086306,-2088.415948,45.60476119
adorable,417.0081928,443.8264765,-2088.533391,45.60658664
adoration,417.02486,443.8443225,-2088.650833,45.60841209
adore,417.0415273,443.8621685,-2088.768276,45.61023755
adored,417.0581946,443.8800144,-2088.885718,45.612063
adores,417.0748618,443.8978604,-2089.00316,45.61388845
adorn,417.0915291,443.9157064,-2089.120603,45.6157139
adorned,417.1081964,443.9335524,-2089.238045,45.61753936
adornment,417.1248636,443.9513983,-2089.355488,45.61936481
adorns,417.1415309,443.9692443,-2089.47293,45.62119026
adrenal,417.1581982,443.9870903,-2089.590372,45.62301571
adrenalin,417.1748654,444.0049362,-2089.707815,45.62484117
Adrian,417.1915327,444.0227822,-2089.825257,45.62666662
Adriatic,417.2082,444.0406282,-2089.9427,45.62849207
adrift,417.2248672,444.0584742,-2090.060142,45.63031752
adroit,417.2415345,444.0763201,-2090.177584,45.63214298
adroitness,417.2582018,444.0941661,-2090.295027,45.63396843
ads,417.2748691,444.1120121,-2090.412469,45.63579388
adsorbed,417.2915363,444.129858,-2090.529912,45.63761933
adsorbs,417.3082036,444.147704,-2090.647354,45.63944479
adulation,417.3248709,444.16555,-2090.764796,45.64127024
adult,417.3415381,444.1833959,-2090.882239,45.64309569
adulterant,417.3582054,444.2012419,-2090.999681,45.64492114
adulterate,417.3748727,444.2190879,-2091.117124,45.6467466
adulterated,417.3915399,444.2369339,-2091.234566,45.64857205
adulterer,417.4082072,444.2547798,-2091.352008,45.6503975
adulterers,417.4248745,444.2726258,-2091.469451,45.65222295
adulteress,417.4415417,444.2904718,-2091.586893,45.65404841
adulterous,417.458209,444.3083177,-2091.704336,45.65587386
adultery,417.4748763,444.3261637,-2091.821778,45.65769931
adulthood,417.4915435,444.3440097,-2091.93922,45.65952476
adults,417.5082108,444.3618557,-2092.056663,45.66135021
advance,417.5248781,444.3797016,-2092.174105,45.66317567
advanced,417.5415454,444.3975476,-2092.291548,45.66500112
advancement,417.5582126,444.4153936,-2092.40899,45.66682657
advancements,417.5748799,444.4332395,-2092.526432,45.66865202
advances,417.5915472,444.4510855,-2092.643875,45.67047748
advancing,417.6082144,444.4689315,-2092.761317,45.67230293
advantage,417.6248817,444.4867774,-2092.87876,45.67412838
advantageous,417.641549,444.5046234,-2092.996202,45.67595383
advantageously,417.6582162,444.5224694,-2093.113644,45.67777929
advantages,417.6748835,444.5403154,-2093.231087,45.67960474
advent,417.6915508,444.5581613,-2093.348529,45.68143019
adventitious,417.708218,444.5760073,-2093.465972,45.68325564
adventure,417.7248853,444.5938533,-2093.583414,45.6850811
adventurers,417.7415526,444.6116992,-2093.700856,45.68690655
adventures,417.7582198,444.6295452,-2093.818299,45.688732
adventuring,417.7748871,444.6473912,-2093.935741,45.69055745
adventurous,417.7915544,444.6652371,-2094.053184,45.69238291
adverb,417.8082217,444.6830831,-2094.170626,45.69420836
adverbial,417.8248889,444.7009291,-2094.288068,45.69603381
adverbs,417.8415562,444.7187751,-2094.405511,45.69785926
adversaries,417.8582235,444.736621,-2094.522953,45.69968472
adversary,417.8748907,444.754467,-2094.640396,45.70151017
adverse,417.891558,444.772313,-2094.757838,45.70333562
adversely,417.9082253,444.7901589,-2094.87528,45.70516107
adversity,417.9248925,444.8080049,-2094.992723,45.70698653
advert,417.9415598,444.8258509,-2095.110165,45.70881198
advertise,417.9582271,444.8436969,-2095.227608,45.71063743
advertised,417.9748943,444.8615428,-2095.34505,45.71246288
advertisement,417.9915616,444.8793888,-2095.462492,45.71428834
advertisements,418.0082289,444.8972348,-2095.579935,45.71611379
advertiser,418.0248961,444.9150807,-2095.697377,45.71793924
advertisers,418.0415634,444.9329267,-2095.81482,45.71976469
advertises,418.0582307,444.9507727,-2095.932262,45.72159015
advertising,418.074898,444.9686186,-2096.049704,45.7234156
advice,418.0915652,444.9864646,-2096.167147,45.72524105
advisability,418.1082325,445.0043106,-2096.284589,45.7270665
advisable,418.1248998,445.0221566,-2096.402032,45.72889196
advise,418.141567,445.0400025,-2096.519474,45.73071741
advised,418.1582343,445.0578485,-2096.636916,45.73254286
advisedly,418.1749016,445.0756945,-2096.754359,45.73436831
advisement,418.1915688,445.0935404,-2096.871801,45.73619377
adviser,418.2082361,445.1113864,-2096.989244,45.73801922
advisers,418.2249034,445.1292324,-2097.106686,45.73984467
advises,418.2415706,445.1470784,-2097.224128,45.74167012
advising,418.2582379,445.1649243,-2097.341571,45.74349557
advisor,418.2749052,445.1827703,-2097.459013,45.74532103
admonishing,418.2915724,445.2006163,-2097.576456,45.74714648
admonishments,418.3082397,445.2184622,-2097.693898,45.74897193
admonition,418.324907,445.2363082,-2097.81134,45.75079738
admonitions,418.3415743,445.2541542,-2097.928783,45.75262284
ado,418.3582415,445.2720001,-2098.046225,45.75444829
adobe,418.3749088,445.2898461,-2098.163668,45.75627374
adolescence,418.3915761,445.3076921,-2098.28111,45.75809919
adolescent,418.4082433,445.3255381,-2098.398552,45.75992465
adolescents,418.4249106,445.343384,-2098.515995,45.7617501
adolescent's,418.4415779,445.36123,-2098.633437,45.76357555
Adolf,418.4582451,445.379076,-2098.75088,45.765401
Adonis,418.4749124,445.3969219,-2098.868322,45.76722646
adopt,418.4915797,445.4147679,-2098.985764,45.76905191
adopted,418.5082469,445.4326139,-2099.103207,45.77087736
adopting,418.5249142,445.4504598,-2099.220649,45.77270281
adoption,418.5415815,445.4683058,-2099.338092,45.77452827
adopts,418.5582487,445.4861518,-2099.455534,45.77635372
adorable,418.574916,445.5039978,-2099.572976,45.77817917
adoration,418.5915833,445.5218437,-2099.690419,45.78000462
adore,418.6082506,445.5396897,-2099.807861,45.78183008
adored,418.6249178,445.5575357,-2099.925304,45.78365553
adores,418.6415851,445.5753816,-2100.042746,45.78548098
adorn,418.6582524,445.5932276,-2100.160188,45.78730643
adorned,418.6749196,445.6110736,-2100.277631,45.78913189
adornment,418.6915869,445.6289196,-2100.395073,45.79095734
adorns,418.7082542,445.6467655,-2100.512516,45.79278279
adrenal,418.7249214,445.6646115,-2100.629958,45.79460824
adrenalin,418.7415887,445.6824575,-2100.7474,45.7964337
Adrian,418.758256,445.7003034,-2100.864843,45.79825915
Adriatic,418.7749232,445.7181494,-2100.982285,45.8000846
adrift,418.7915905,445.7359954,-2101.099728,45.80191005
adroit,418.8082578,445.7538413,-2101.21717,45.80373551
adroitness,418.824925,445.7716873,-2101.334613,45.80556096
ads,418.8415923,445.7895333,-2101.452055,45.80738641
adsorbed,418.8582596,445.8073793,-2101.569497,45.80921186
adsorbs,418.8749269,445.8252252,-2101.68694,45.81103732
adulation,418.8915941,445.8430712,-2101.804382,45.81286277
adult,418.9082614,445.8609172,-2101.921825,45.81468822
adulterant,418.9249287,445.8787631,-2102.039267,45.81651367
adulterate,418.9415959,445.8966091,-2102.156709,45.81833913
adulterated,418.9582632,445.9144551,-2102.274152,45.82016458
adulterer,418.9749305,445.9323011,-2102.391594,45.82199003
adulterers,418.9915977,445.950147,-2102.509037,45.82381548
adulteress,419.008265,445.967993,-2102.626479,45.82564093
adulterous,419.0249323,445.985839,-2102.743921,45.82746639
adultery,419.0415995,446.0036849,-2102.861364,45.82929184
adulthood,419.0582668,446.0215309,-2102.978806,45.83111729
adults,419.0749341,446.0393769,-2103.096249,45.83294274
advance,419.0916013,446.0572228,-2103.213691,45.8347682
advanced,419.1082686,446.0750688,-2103.331133,45.83659365
advancement,419.1249359,446.0929148,-2103.448576,45.8384191
advancements,419.1416031,446.1107608,-2103.566018,45.84024455
advances,419.1582704,446.1286067,-2103.683461,45.84207001
advancing,419.1749377,446.1464527,-2103.800903,45.84389546
advantage,419.191605,446.1642987,-2103.918345,45.84572091
advantageous,419.2082722,446.1821446,-2104.035788,45.84754636
advantageously,419.2249395,446.1999906,-2104.15323,45.84937182
advantages,419.2416068,446.2178366,-2104.270673,45.85119727
advent,419.258274,446.2356825,-2104.388115,45.85302272
adventitious,419.2749413,446.2535285,-2104.505557,45.85484817
adventure,419.2916086,446.2713745,-2104.623,45.85667363
adventurers,419.3082758,446.2892205,-2104.740442,45.85849908
adventures,419.3249431,446.3070664,-2104.857885,45.86032453
adventuring,419.3416104,446.3249124,-2104.975327,45.86214998
adventurous,419.3582776,446.3427584,-2105.092769,45.86397544
adverb,419.3749449,446.3606043,-2105.210212,45.86580089
adverbial,419.3916122,446.3784503,-2105.327654,45.86762634
adverbs,419.4082794,446.3962963,-2105.445097,45.86945179
adversaries,419.4249467,446.4141423,-2105.562539,45.87127725
adversary,419.441614,446.4319882,-2105.679981,45.8731027
adverse,419.4582813,446.4498342,-2105.797424,45.87492815
adversely,419.4749485,446.4676802,-2105.914866,45.8767536
adversity,419.4916158,446.4855261,-2106.032309,45.87857906
advert,419.5082831,446.5033721,-2106.149751,45.88040451
advertise,419.5249503,446.5212181,-2106.267193,45.88222996
advertised,419.5416176,446.539064,-2106.384636,45.88405541
advertisement,419.5582849,446.55691,-2106.502078,45.88588087
advertisements,419.5749521,446.574756,-2106.619521,45.88770632
advertiser,419.5916194,446.592602,-2106.736963,45.88953177
advertisers,419.6082867,446.6104479,-2106.854405,45.89135722
advertises,419.6249539,446.6282939,-2106.971848,45.89318268
advertising,419.6416212,446.6461399,-2107.08929,45.89500813
advice,419.6582885,446.6639858,-2107.206733,45.89683358
advisability,419.6749557,446.6818318,-2107.324175,45.89865903
advisable,419.691623,446.6996778,-2107.441617,45.90048449
advise,419.7082903,446.7175238,-2107.55906,45.90230994
advised,419.7249576,446.7353697,-2107.676502,45.90413539
advisedly,419.7416248,446.7532157,-2107.793945,45.90596084
advisement,419.7582921,446.7710617,-2107.911387,45.90778629
adviser,419.7749594,446.7889076,-2108.028829,45.90961175
advisers,419.7916266,446.8067536,-2108.146272,45.9114372
advises,419.8082939,446.8245996,-2108.263714,45.91326265
advising,419.8249612,446.8424455,-2108.381157,45.9150881
advisor,419.8416284,446.8602915,-2108.498599,45.91691356
admonishing,419.8582957,446.8781375,-2108.616041,45.91873901
admonishments,419.874963,446.8959835,-2108.733484,45.92056446
admonition,419.8916302,446.9138294,-2108.850926,45.92238991
admonitions,419.9082975,446.9316754,-2108.968369,45.92421537
ado,419.9249648,446.9495214,-2109.085811,45.92604082
adobe,419.941632,446.9673673,-2109.203253,45.92786627
adolescence,419.9582993,446.9852133,-2109.320696,45.92969172
adolescent,419.9749666,447.0030593,-2109.438138,45.93151718
adolescents,419.9916339,447.0209052,-2109.555581,45.93334263
adolescent's,420.0083011,447.0387512,-2109.673023,45.93516808
Adolf,420.0249684,447.0565972,-2109.790465,45.93699353
Adonis,420.0416357,447.0744432,-2109.907908,45.93881899
adopt,420.0583029,447.0922891,-2110.02535,45.94064444
adopted,420.0749702,447.1101351,-2110.142793,45.94246989
adopting,420.0916375,447.1279811,-2110.260235,45.94429534
adoption,420.1083047,447.145827,-2110.377677,45.9461208
adopts,420.124972,447.163673,-2110.49512,45.94794625
adorable,420.1416393,447.181519,-2110.612562,45.9497717
adoration,420.1583065,447.199365,-2110.730005,45.95159715
adore,420.1749738,447.2172109,-2110.847447,45.95342261
adored,420.1916411,447.2350569,-2110.964889,45.95524806
adores,420.2083083,447.2529029,-2111.082332,45.95707351
adorn,420.2249756,447.2707488,-2111.199774,45.95889896
adorned,420.2416429,447.2885948,-2111.317217,45.96072442
adornment,420.2583102,447.3064408,-2111.434659,45.96254987
